"Title","Submission Target","Date","Type","First Author","Other Authors","Key (e.g. for file names)","Publisher URL (official)","url2","PDF URL (public)","Video","Video2","Supplemental","Acknowledgements","Abstract","bibtex","notes","funding"
"VIS30K: A Collection of Figures and Tables from IEEE Visualization Conference Publications","TVCG","2021-01-27","Full Paper","Jian Chen","Meng Ling, Rui Li, Petra Isenberg, Tobias Isenberg, Michael Sedlmair, Torsten Möller, Robert S Laramee, Han-Wei Shen, Katharina Wünsche, Qiru Wang","chen2021tvcg","https://doi.org/10.1109/TVCG.2021.3054916",,,,,,,"We present the VIS30K dataset, a collection of 29,689 images that represents 30 years of figures and tables from each track of the IEEE Visualization conference series (Vis, SciVis, InfoVis, VAST). VIS30K's comprehensive coverage of the scientific literature in visualization not only reflects the progress of the field but also enables researchers to study the evolution of the state-of-the-art and to find relevant work based on graphical content. We describe the dataset and our semi-automatic collection process, which couples convolutional neural networks (CNN) with curation. Extracting figures and tables semi-automatically allows us to verify that no images are overlooked or extracted erroneously. To improve quality further, we engaged in a peer-search process for high-quality figures from early IEEE Visualization papers. With the resulting data, we also contribute VISImageNavigator (VIN, visimagenavigator.github.io ), a web-based tool that facilitates searching and exploring VIS30K by author names, paper keywords, title and abstract, and years.","@article{chen2021tvcg,
	author = {Jian Chen and Meng Ling and Rui Li and Petra Isenberg and Tobias Isenberg and Michael Sedlmair and Torsten M{\""o}ller and Robert S Laramee and Han-Wei Shen and Katharina W{\""u}nsche and Qiru Wang},
	title = {{VIS30K}: A collection of figures and tables from {IEEE} visualization conference publications},
	journal = {IEEE Transactions on Visualization and Computer Graphics (TVCG)},
  	year = {2021},
  	volume = {27},
  	number = {9},
  	pages = {3826--3833},
  	url = {https://doi.org/10.1109/TVCG.2021.3054916},
  	doi = {10.1109/TVCG.2021.3054916}
}",,
"A Visual Analysis Method of Randomness for Classifying and Ranking Pseudo-Random Number Generators","IS","2021-04-01","Full Paper","Jeaneth Machicao","Quynh Quang Ngo, Vladimir Molchanov, Lars Linsen, Odemir M Bruno","machicao2021a","https://doi.org/10.1016/j.ins.2020.10.041",,,,,,,"The development of new pseudo-random number generators (PRNGs) has steadily increased over the years. Commonly, PRNGs’ randomness is “measured” by using statistical pass/fail suite tests, but the question remains, which PRNG is the best when compared to others. Existing randomness tests lack means for comparisons between PRNGs, since they are not quantitatively analysing. It is, therefore, an important task to analyze the quality of randomness for each PRNG, or, in general, comparing the randomness property among PRNGs. In this paper, we propose a novel visual approach to analyze PRNGs randomness allowing for a ranking comparison concerning the PRNGs’ quality. Our analysis approach is applied to ensembles of time series which are outcomes of different PRNG runs. The ensembles are generated by using a single PRNG method with different parameter settings or by using different PRNG methods. We propose a similarity metric for PRNG time series for randomness and apply it within an interactive visual approach for analyzing similarities of PRNG time series and relating them to an optimal result of perfect randomness. The interactive analysis leads to an unsupervised classification, from which respective conclusions about the impact of the PRNGs’ parameters or rankings of PRNGs on randomness are derived. We report new findings using our approach in a study of randomness for state-of-the-art numerical PRNGs such as LCG, PCG, SplitMix, Mersenne Twister, and RANDU as well as chaos-based PRNG families such as K-Logistic map and K-Tent map with varying parameter K.","@article{DBLP:journals/isci/MachicaoNMLB21,
  author    = {Jeaneth Machicao and
               Quynh Quang Ngo and
               Vladimir Molchanov and
               Lars Linsen and
               Odemir M. Bruno},
  title     = {A visual analysis method of randomness for classifying and ranking
               pseudo-random number generators},
  journal   = {Inf. Sci.},
  volume    = {558},
  pages     = {1--20},
  year      = {2021},
  url       = {https://doi.org/10.1016/j.ins.2020.10.041},
  doi       = {10.1016/j.ins.2020.10.041},
  timestamp = {Thu, 29 Apr 2021 15:12:58 +0200},
  biburl    = {https://dblp.org/rec/journals/isci/MachicaoNMLB21.bib},
  bibsource = {dblp computer science bibliography, https://dblp.org}
}",,
"ProSeCo: Visual Analysis of Class Separation Measures and Dataset Characteristics","C&G","2021-05-01","Full Paper","Jürgen Bernard","Marco Hutter, Matthias Zeppelzauer, Michael Sedlmair, Tamara Munzner","bernard2021proseco","https://doi.org/10.1016/j.cag.2021.03.004",,,,,,,"Class separation is an important concept in machine learning and visual analytics. We address the visual analysis of class separation measures for both high-dimensional data and its corresponding projections into 2D through dimensionality reduction (DR) methods. Although a plethora of separation measures have been proposed, it is difficult to compare class separation between multiple datasets with different characteristics, multiple separation measures, and multiple DR methods. We present ProSeCo, an interactive visualization approach to support comparison between up to 20 class separation measures and up to 4 DR methods, with respect to any of 7 dataset characteristics: dataset size, dataset dimensions, class counts, class size variability, class size skewness, outlieriness, and real-world vs. synthetically generated data. ProSeCo supports (1) comparing across measures, (2) comparing high-dimensional to dimensionally-reduced 2D data across measures, (3) comparing between different DR methods across measures, (4) partitioning with respect to a dataset characteristic, (5) comparing partitions for a selected characteristic across measures, and (6) inspecting individual datasets in detail. We demonstrate the utility of ProSeCo in two usage scenarios, using datasets [1] posted at https://osf.io/epcf9/.","@article{bernard2021proseco,
	author = {J{\""u}rgen Bernard and Marco Hutter and Matthias Zeppelzauer and Michael Sedlmair and Tamara Munzner},
	title = {{ProSeCo}: Visual analysis of class separation measures and dataset characteristics},
	journal = {Computers \& Graphics},
	publisher = {Elsevier},
  	volume = {96},
  	pages = {48--60},
  	year = {2021},
	url = {https://doi.org/10.1016/j.cag.2021.03.004},
  	doi = {10.1016/j.cag.2021.03.004}
}",,
"DumbleDR: Predicting User Preferences of Dimensionality Reduction Projection Quality","arXiv","2021-05-19",,"Cristina Morariu","Adrien Bibal, Rene Cutura, Benoit Frenay, Michael Sedlmair","morariu2021arxiv","https://doi.org/10.48550/arXiv.2105.09275",,"https://arxiv.org/pdf/2105.09275.pdf",,,,,"A plethora of dimensionality reduction techniques have emerged over the past decades, leaving researchers and analysts with a wide variety of choices for reducing their data, all the more so given some techniques come with additional parametrization (e.g. t-SNE, UMAP, etc.). Recent studies are showing that people often use dimensionality reduction as a black-box regardless of the specific properties the method itself preserves. Hence, evaluating and comparing 2D projections is usually qualitatively decided, by setting projections side-by-side and letting human judgment decide which projection is the best. In this work, we propose a quantitative way of evaluating projections, that nonetheless places human perception at the center. We run a comparative study, where we ask people to select 'good' and 'misleading' views between scatterplots of low-level projections of image datasets, simulating the way people usually select projections. We use the study data as labels for a set of quality metrics whose purpose is to discover and quantify what exactly people are looking for when deciding between projections. With this proxy for human judgments, we use it to rank projections on new datasets, explain why they are relevant, and quantify the degree of subjectivity in projections selected.","@techreport{morariu2021arxiv,
	title = {{DumbleDR}: Predicting User Preferences of Dimensionality Reduction Projection Quality},
	author = {Cristina Morariu and Adrien Bibal and Rene Cutura and Benoit Frenay and Michael Sedlmair},
	Institution = {{arXiv} preprint},
	Number = {arXiv:2105.09275},
	Type = {Technical Report},
	url = {https://arxiv.org/abs/2105.09275},
	Year = {2021}
}",,
"Document Domain Randomization for Deep Learning Document Layout Extraction","ICDAR","2021-05-20","Full Paper","Meng Ling","Jian Chen, Torsten Möller, Petra Isenberg, Tobias Isenberg, Michael Sedlmair, Robert S Laramee, Han-Wei Shen, Jian Wu, C Lee Giles","ling2021icdar","https://doi.org/10.1007/978-3-030-86549-8_32",,"https://arxiv.org/pdf/2105.14931",,,,,"We present document domain randomization (DDR), the first successful transfer of convolutional neural networks (CNNs) trained only on graphically rendered pseudo-paper pages to real-world document segmentation. DDR renders pseudo-document pages by modeling randomized textual and non-textual contents of interest, with user-defined layout and font styles to support joint learning of fine-grained classes. We demonstrate competitive results using our DDR approach to extract nine document classes from the benchmark CS-150 and papers published in two domains, namely annual meetings of Association for Computational Linguistics (ACL) and IEEE Visualization (VIS). We compare DDR to conditions of style mismatch, fewer or more noisy samples that are more easily obtained in the real world. We show that high-fidelity semantic information is not necessary to label semantic classes but style mismatch between train and test can lower model accuracy. Using smaller training samples had a slightly detrimental effect. Finally, network models still achieved high test accuracy when correct labels are diluted towards confusing labels; this behavior hold across several classes. ","@inproceedings{ling2021icdar,
	Author = {Meng Ling and Jian Chen and Torsten M{\""o}ller and Petra Isenberg and Tobias Isenberg and Michael Sedlmair and Robert S Laramee and Han-Wei Shen and Jian Wu and C Lee Giles},
	Title = {Document Domain Randomization for Deep Learning Document Layout Extraction},
	Booktitle = {Document Analysis and Recognition (ICDAR)},
	publisher= {Springer International Publishing},
	pages = {497--513},
	url = {https://arxiv.org/abs/2105.14931},
  	doi = {10.1007/978-3-030-86549-8_32},
  	isbn = {978-3-030-86549-8},
	Year = {2021}
}",,
"Three Benchmark Datasets for Scholarly Article Layout Analysis",,"2021-05-20","Dataset","Meng Ling","Jian Chen, Torsten Möller, Petra Isenberg, Tobias Isenberg, Michael Sedlmair, Robert Laramee, Han-Wei Shen, Jian Wu, Clyde Lee Giles","ling2021visimages","https://doi.org/10.21227/326q-bf39",,,,,"https://ieee-dataport.org/open-access/three-benchmark-datasets-scholarly-article-layout-analysis",,"This dataset contains three benchmark datasets as part of the scholarly output of an ICDAR 2021 paper: 

Meng Ling, Jian Chen, Torsten Möller, Petra Isenberg, Tobias Isenberg, Michael Sedlmair, Robert S. Laramee, Han-Wei Shen, Jian Wu, and C. Lee Giles, Document Domain Randomization for Deep Learning Document Layout Extraction, 16th International Conference on Document Analysis and Recognition (ICDAR) 2021. September 5-10, Lausanne, Switzerland. 

This dataset contains nine class lables: abstract, algorithm, author, body text, caption, equation, figure, table, and title.

* Dataset 1: CS-150x, an extension of the classical benchmark dataset CS-150 from three classes (figure, table, and caption) to nine classes, 1176 pages, Clark, C., Divvala, S.: Looking beyond text: Extracting figures, tables and captions from com- puter science papers. In: Workshops at the 29th AAAI Conference on Artificial Intelligence (2015), https://aaai.org/ocs/index.php/WS/AAAIW15/paper/view/10092.

* Dataset 2: ACL300, 300 randomly sampled articles (or 2508 pages) from the 55,759 papers scraped from the ACL anthology website; https://www.aclweb.org/anthology/.

* Dataset 3: VIS300, about 10% (or 2619 pages) of the document pages in randomly partitioned articles from 26,350 VIS paper pages published in  Chen, J., Ling, M., Li, R., Isenberg, P., Isenberg, T., Sedlmair, M., Möller, T., Laramee, R.S., Shen, H.W., Wünsche, K., Wang, Q.: VIS30K: A collection of figures and tables from IEEE visualization conference publications. IEEE Trans. Vis. Comput. Graph. 27 (2021), to appear doi: 10.1109/TVCG.2021.3054916.

This dataset is also available online at https://web.cse.ohio-state.edu/~chen.8028/ICDAR2021Benchmark/.
","@data{ling2021visimages,
	author = {Meng Ling and Jian Chen and Torsten M{\""o}ller and Petra Isenberg and Tobias Isenberg and Michael Sedlmair and Robert Laramee and Han-Wei Shen and Jian Wu and Clyde Lee Giles},
	title = {Three Benchmark Datasets for Scholarly Article Layout Analysis},
	publisher = {IEEE Dataport},
	url = {https://ieee-dataport.org/open-access/three-benchmark-datasets-scholarly-article-layout-analysis},
	doi = {10.21227/326q-bf39},
	Year = {2021}
}",,
"The Value of Immersive Visualization","CG&A","2021-06-15","Full Paper","Matthias Kraus","Karsten Klein, Johannes Fuchs, Daniel A Keim, Falk Schreiber, Michael Sedlmair","kraus2021cga","https://doi.org/10.1109/MCG.2021.3075258",,,,,,,"In recent years, research on immersive environments has experienced a new wave of interest, and immersive analytics has been established as a new research field. Every year, a vast amount of different techniques, applications, and user studies are published that focus on employing immersive environments for visualizing and analyzing data. Nevertheless, immersive analytics is still a relatively unexplored field that needs more basic research in many aspects and is still viewed with skepticism. Rightly so, because in our opinion, many researchers do not fully exploit the possibilities offered by immersive environments and, on the contrary, sometimes even overestimate the power of immersive visualizations. Although a growing body of papers has demonstrated individual advantages of immersive analytics for specific tasks and problems, the general benefit of using immersive environments for effective analytic tasks remains controversial. In this article, we reflect on when and how immersion may be appropriate for the analysis and present four guiding scenarios. We report on our experiences, discuss the landscape of assessment strategies, and point out the directions where we believe immersive visualizations have the greatest potential.","@article{kraus2021cga,
	author = {Matthias Kraus and Karsten Klein and Johannes Fuchs and Daniel A Keim and Falk Schreiber and Michael Sedlmair},
	title = {The Value of Immersive Visualization},
    journal={IEEE Computer Graphics and Applications (CG\&A)},
	volume={41},
    number={4},
    pages={125-132},
	url = {https://doi.org/10.1109/MCG.2021.3075258},
  	doi = {10.1109/MCG.2021.3075258},
	year = {2021}
}",,
"Is IEEE VIS *that* good? On key factors in the initial assessment of manuscript and venue quality","alt.VIS","2021-07-30",,"Nicholas Spyrison","Benjamin Lee, Lonni Besançon","spyrison2021is","https://doi.org/10.31219/osf.io/65wm7",,,,,"https://osf.io/ch6p4/",,"Background: Academic performance is at the heart of hiring decisions and funding applications. It is based on a combination of qualitative and quantitative metrics. One of those is the venue in which scholarly publications are published. Depending on the perceived (qualitative) or measured (quantitative) prestige associated with a venue, a specific publication will have more or less weight. 

Objectives: We want to understand how visualization researchers consider the prestige of a venue when looking for papers that they could use in their own manuscripts, and how they determine the prestige of any given venue.

Method: We ran an online survey open for 10 days that we sent out to visualization researchers.

Results: We gathered 46 responses from a sample of convenience. We found that publication venue plays the biggest part in how visualization researchers assess research articles. Interestingly, rating systems and metrics are least important criteria for researchers when assessing the quality of a venue. 

Conclusion: We highlight the potential risks around focusing on venue when assessing research articles. We further underline the necessity to discuss with the community on strategies to switch the focus to robustness and reliability to foster better practices and less stressful publishing expectations.

Reproducibility: Data, materials and preregistration available on osf.io/ch6p4/","@misc{spyrison_lee_besancon_2021,
 title={""Is IEEE VIS *that* good?"" On key factors in the initial assessment of manuscript and venue quality},
 url={osf.io/65wm7},
 DOI={10.31219/osf.io/65wm7},
 publisher={OSF Preprints},
 author={Spyrison, Nicholas and Lee, Benjamin and Besançon, Lonni},
 year={2021},
 month={Jul}
}",,
"A Taxonomy of Property Measures to Unify Active Learning and Human-centered Approaches to Data Labeling","TiiS","2021-08-31","Full Paper","Jürgen Bernard"," Marco Hutter, Michael Sedlmair, Matthias Zeppelzauer, Tamara Munzner","bernard2021tiis","https://doi.org/10.1145/3439333",,,,,,,"Strategies for selecting the next data instance to label, in service of generating labeled data for machine learning, have been considered separately in the machine learning literature on active learning and in the visual analytics literature on human-centered approaches. We propose a unified design space for instance selection strategies to support detailed and fine-grained analysis covering both of these perspectives. We identify a concise set of 15 properties, namely measureable characteristics of datasets or of machine learning models applied to them, that cover most of the strategies in these literatures. To quantify these properties, we introduce Property Measures (PM) as fine-grained building blocks that can be used to formalize instance selection strategies. In addition, we present a taxonomy of PMs to support the description, evaluation, and generation of PMs across four dimensions: machine learning (ML) Model Output, Instance Relations, Measure Functionality, and Measure Valence. We also create computational infrastructure to support qualitative visual data analysis: a visual analytics explainer for PMs built around an implementation of PMs using cascades of eight atomic functions. It supports eight analysis tasks, covering the analysis of datasets and ML models using visual comparison within and between PMs and groups of PMs, and over time during the interactive labeling process. We iteratively refined the PM taxonomy, the explainer, and the task abstraction in parallel with each other during a two-year formative process, and show evidence of their utility through a summative evaluation with the same infrastructure. This research builds a formal baseline for the better understanding of the commonalities and differences of instance selection strategies, which can serve as the stepping stone for the synthesis of novel strategies in future work.","@article{bernard2021tiis,
	author = {J{\""u}rgen Bernard and Marco Hutter and Michael Sedlmair and Matthias Zeppelzauer and Tamara Munzner},
	title = {A Taxonomy of Property Measures to Unify Active Learning and Human-centered Approaches to Data Labeling},
	journal = {ACM Transactions on Interactive Intelligent Systems (TiiS)},
	volume={11},
    number={3-4},
    pages={1--42},
	url = {https://doi.org/10.1145/3439333},
  	doi = {10.1145/3439333},
	year = {2021}
}",,
"Illegible Semantics: Exploring the Design Space of Metal Logos","alt.VIS","2021-09-03","Workshop Paper","Gerrit J. Rijken","Rene Cutura, Frank Heyen, Michael Sedlmair, Michael Correll, Jason Dykes, Noeska Smit","rijken2021illegible","https://doi.org/10.48550/arXiv.2109.01688",,"https://arxiv.org/ftp/arxiv/papers/2109/2109.01688.pdf","https://www.youtube.com/watch?v=BZOdIhU-mrA",,"http://illegiblesemantics.com",,"The logos of metal bands can be by turns gaudy, uncouth, or nearly illegible. Yet, these logos work: they communicate sophisticated notions of genre and emotional affect. In this paper we use the design considerations of metal logos to explore the space of “illegible semantics”: the ways that text can communicate information at the cost of readability, which is not always the most important objective. In this work, drawing on formative visualization theory, professional design expertise, and empirical assessments of a corpus ofmetal band logos, we describe a design space of metal logos and present a tool through which logo characteristics can be explored through visualization. We investigate ways in which logo designers imbue their text with meaning and consider opportunities and implications for visualization more widely.","@inproceedings{rijken2021altvis,
	Author = {Gerrit J Rijken and Rene Cutura and Frank Heyen and Michael Sedlmair and Michael Correll and Jason Dykes and Noeska Smit},
	Title = {Illegible Semantics: Exploring the Design Space of Metal Logos},
	Booktitle = {{IEEE VIS} alt.VIS Workshop},
	url = {https://arxiv.org/abs/2109.01688},
	Year = {2021}
}",,
"Don't Catch It: An Interactive Virtual-Reality Environment to Learn About COVID-19 Measures Using Gamification Elements","MuC","2021-09-05","Demo","Christian Krauter","Jonas Vogelsang, Aimee Sousa Calepso, Katrin Angerbauer, Michael Sedlmair","krauter2021muc","https://doi.org/10.1145/3473856.3474031",,,,,,,"The world is still under the influence of the COVID-19 pandemic. Even though vaccines are deployed as rapidly as possible, it is still necessary to use other measures to reduce the spread of the virus. Measures such as social distancing or wearing a mask receive a lot of criticism. Therefore, we want to demonstrate a serious game to help the players understand these measures better and show them why they are still necessary. The player of the game has to avoid other agents to keep their risk of a COVID-19 infection low. The game uses Virtual Reality through a Head-Mounted-Display to deliver an immersive and enjoyable experience. Gamification elements are used to engage the user with the game while they explore various environments. We also implemented visualizations that help the user with social distancing.","@inproceedings{krauter2021don,
  title        = {Don't Catch It: An Interactive Virtual-Reality Environment to Learn About COVID-19 Measures Using Gamification Elements},
  shorttitle   = {Don't Catch It},
  author       = {Krauter*, Christian and Vogelsang*, Jonas and Sousa Calepso, Aim{\'e}e and Angerbauer, Katrin and Sedlmair, Michael},
  year         = 2021,
  month        = sep,
  booktitle    = {Proc. Mensch Und Computer},
  series       = {MuC},
  publisher    = {ACM},
  pages        = {593--596},
  doi          = {10.1145/3473856.3474031},
  isbn         = {978-1-4503-8645-6},
  abstract     = {The world is still under the influence of the COVID-19 pandemic. Even though vaccines are deployed as rapidly as possible, it is still necessary to use other measures to reduce the spread of the virus. Measures such as social distancing or wearing a mask receive a lot of criticism. Therefore, we want to demonstrate a serious game to help the players understand these measures better and show them why they are still necessary. The player of the game has to avoid other agents to keep their risk of a COVID-19 infection low. The game uses Virtual Reality through a Head-Mounted-Display to deliver an immersive and enjoyable experience. Gamification elements are used to engage the user with the game while they explore various environments. We also implemented visualizations that help the user with social distancing. * Both authors contributed equally to this research.},
  bibtex_show  = {true},
  preview      = {krauter2021Don_teaser.png},
  pdf          = {krauter2021Don.pdf},
  video        = {https://www.doi.org/10.1145/3473856.3474031}
}",,
"PropellerHand: Hand-Mounted, Propeller-Based Force Feedback Device","VINCI","2021-09-06","Full Paper","Alexander Achberger","Frank Heyen, Kresimir Vidackovic, Michael Sedlmair","achberger2021vinci","https://doi.org/10.1145/3481549.3481563",,,,,,,"Immersive analytics is a fast growing field that is often applied in virtual reality (VR). VR environments often lack immersion due to missing sensory feedback when interacting with data. Existing haptic devices are often expensive, stationary, or occupy the user’s hand, preventing them from grasping objects or using a controller. We propose PropellerHand, an ungrounded hand-mounted haptic device with two rotatable propellers, that allows exerting forces on the hand without obstructing hand use. PropellerHand is able to simulate feedback such as weight and torque by generating thrust up to 11 N in 2-DOF and a torque of 1.87 Nm in 2-DOF. Its design builds on our experience from quantitative and qualitative experiments with different form factors and parts. We evaluated our final version through a qualitative user study in various VR scenarios that required participants to manipulate virtual objects in different ways, while changing between torques and directional forces. Results show that PropellerHand improves users’ immersion in virtual reality.","@inproceedings{achberger2021vinci,
  author = {Alexander Achberger and Frank Heyen and Kresimir Vidackovic and Michael Sedlmair},
  title = {PropellerHand: {A} Hand-Mounted, Propeller-Based Force Feedback Device},
  booktitle = {International Symposium on Visual Information Communication and Interaction (VINCI)},
  pages     = {4:1--4:8},
  publisher = {ACM},
  year      = {2021},
  url       = {https://doi.org/10.1145/3481549.3481563},
  doi       = {10.1145/3481549.3481563}
}",,
"Hagrid — Gridify Scatterplots with Hilbert and Gosper Curves","VINCI","2021-09-06","Full Paper","Rene Cutura","
Cristina Morariu, Zhanglin Cheng, Yunhai Wang, Daniel Weiskopf, Michael Sedlmair","cutura2021vinci","https://doi.org/10.1145/3481549.3481569",,"https://renecutura.eu/pdfs/hagrid.pdf","https://youtu.be/E_XP31_JzGY",,"https://renecutura.eu/pdfs/hagrid_supplemental.pdf","This work was supported by the BMK FFG ICT of the Future program via the ViSciPub project (no. 867378), and by the Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) – Project-ID 251654672 – TRR 161.","A common enhancement of scatterplots represents points as small multiples, glyphs, or thumbnail images. As this encoding often results in overlaps, a general strategy is to alter the position of the data points, for instance, to a grid-like structure. Previous approaches rely on solving expensive optimization problems or on dividing the space that alter the global structure of the scatterplot. To find a good balance between efficiency and neighborhood and layout preservation, we propose Hagrid, a technique that uses space-filling curves (SFCs) to “gridify” a scatterplot without employing expensive collision detection and handling mechanisms. Using SFCs ensures that the points are plotted close to their original position, retaining approximately the same global structure. The resulting scatterplot is mapped onto a rectangular or hexagonal grid, using Hilbert and Gosper curves. We discuss and evaluate the theoretic runtime of our approach and quantitatively compare our approach to three state-of-the-art gridifying approaches, DGrid, Small multiples with gaps SMWG, and CorrelatedMultiples CMDS, in an evaluation comprising 339 scatterplots. Here, we compute several quality measures for neighborhood preservation together with an analysis of the actual runtimes. The main results show that, compared to the best other technique, Hagrid is faster by a factor of four, while achieving similar or even better quality of the gridified layout. Due to its computational efficiency, our approach also allows novel applications of gridifying approaches in interactive settings, such as removing local overlap upon hovering over a scatterplot.","@inproceedings{cutura2021hagrid,
	author = {Cutura, Rene and Morariu, Cristina and Cheng, Zhanglin and Wang, Yunhai and Weiskopf, Daniel and Sedlmair, Michael},
	title = {{Hagrid -- Gridify Scatterplots with Hilbert and Gosper Curves}},
	year = {2021},
	isbn = {9781450386470},
	publisher = {Association for Computing Machinery},
	address = {New York, NY, USA},
	url = {https://doi.org/10.1145/3481549.3481569},
	doi = {10.1145/3481549.3481569},
	booktitle = {The 14th International Symposium on Visual Information Communication and Interaction},
	articleno = {1},
	numpages = {8},
	keywords = {Grid layout, Neighborhood-preserving., Space-filling curve},
	location = {Potsdam, Germany},
	series = {VINCI 2021}
}",,
"A Design Space for User Interface Elements using Finger Orientation Input","MuC","2021-09-13","Full Paper","Jonas Vogelsang","Francisco Kiss, Sven Mayer","vogelsang2021a","https://doi.org/10.1145/3473856.3473862","https://dl.acm.org/doi/abs/10.1145/3473856.3473862","https://dl.acm.org/doi/pdf/10.1145/3473856.3473862",,,,,"Despite touchscreens being used by billions of people every day, today’s touch-based interactions are limited in their expressiveness as they mostly reduce the rich information of the finger down to a single 2D point. Researchers have proposed using finger orientation as input to overcome these limitations, adding two extra dimensions – the finger’s pitch and yaw angles. While finger orientation has been studied in-depth over the last decade, we describe an updated design space. Therefore, we present expert interviews combined with a literature review to describe the wide range of finger orientation input opportunities. First, we present a comprehensive set of finger orientation input enhanced user interface elements supported by expert interviews. Second, we extract design implications as a result of the additional input parameters. Finally, we introduce a design space for finger orientation input.","@inproceedings{10.1145/3473856.3473862,
author = {Vogelsang, Jonas and Kiss, Francisco and Mayer, Sven},
title = {A Design Space for User Interface Elements Using Finger Orientation Input},
year = {2021},
isbn = {9781450386456},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3473856.3473862},
doi = {10.1145/3473856.3473862},
abstract = {Despite touchscreens being used by billions of people every day, today’s touch-based interactions are limited in their expressiveness as they mostly reduce the rich information of the finger down to a single 2D point. Researchers have proposed using finger orientation as input to overcome these limitations, adding two extra dimensions – the finger’s pitch and yaw angles. While finger orientation has been studied in-depth over the last decade, we describe an updated design space. Therefore, we present expert interviews combined with a literature review to describe the wide range of finger orientation input opportunities. First, we present a comprehensive set of finger orientation input enhanced user interface elements supported by expert interviews. Second, we extract design implications as a result of the additional input parameters. Finally, we introduce a design space for finger orientation input.},
booktitle = {Proceedings of Mensch Und Computer 2021},
pages = {1–10},
numpages = {10},
keywords = {finger orientation, touch devices, interaction, design space, touchscreen, interfaces, expert interviews},
location = {Ingolstadt, Germany},
series = {MuC '21}
}",,
"TransVis: Using Visualizations and Chatbots for Supporting Transient Behavior in Microservice Systems","VISSOFT","2021-09-27",,"Samuel Beck","Sebastian Frank, Alireza Hakamian, Leonel Merino, André van Hoorn","beck2021transvis","https://doi.org/10.1109/VISSOFT52517.2021.00016","https://ieeexplore.ieee.org/document/9604848",,,,,,"In a microservice system, runtime changes such as failures, deployments, or self-adaptation can trigger the system to transition from one steady state to another, i.e., exhibiting transient behavior. 
To assess a system's quality, it is imperative that this transient behavior is specified in non-functional requirements and that stakeholders can analyze whether these requirements are met.
Yet, there is little support for either specifying transient behavior as a non-functional requirement or analyzing how such a requirement is met in production.
We aim to make these two tasks more accessible by utilizing novel human-computer interaction methods.
To this end, we developed TransVis, an approach for specifying and analyzing transient behavior based on chatbot interactions and visualizations of the systems' resilience.
We examined the effectiveness of our approach by conducting an exploratory expert study on a prototypical implementation.
The study revealed that the developed visualizations are effective for specifying and exploring transient behavior.
Participants found especially helpful the feature to compare specifications with the actual behavior.
However, the integration of a chatbot did not prove effective for our use cases.
In conclusion, our approach is capable of supporting stakeholders in the exploration and specification of transient behavior.","@proceedings{beck2021transvis,
  abstract = {In a microservice system, runtime changes such as failures, deployments, or self-adaptation can trigger the system to transition from one steady state to another, i.e., exhibiting transient behavior. 
To assess a system's quality, it is imperative that this transient behavior is specified in non-functional requirements and that stakeholders can analyze whether these requirements are met.
Yet, there is little support for either specifying transient behavior as a non-functional requirement or analyzing how such a requirement is met in production.
We aim to make these two tasks more accessible by utilizing novel human-computer interaction methods.
To this end, we developed TransVis, an approach for specifying and analyzing transient behavior based on chatbot interactions and visualizations of the systems' resilience.
We examined the effectiveness of our approach by conducting an exploratory expert study on a prototypical implementation.
The study revealed that the developed visualizations are effective for specifying and exploring transient behavior.
Participants found especially helpful the feature to compare specifications with the actual behavior.
However, the integration of a chatbot did not prove effective for our use cases.
In conclusion, our approach is capable of supporting stakeholders in the exploration and specification of transient behavior.},
  author = {Beck, Samuel and Frank, Sebastian and Hakamian, Alireza and Merino, Leonel and van Hoorn, André},
  booktitle = {2021 Working Conference on Software Visualization (VISSOFT)},
  doi = {10.1109/VISSOFT52517.2021.00016},
  isbn = {978-1-6654-3144-6},
  pages = {65-75},
  title = {TransVis: Using Visualizations and Chatbots for Supporting Transient Behavior in Microservice Systems},
  url = {https://doi.org/10.1109/VISSOFT52517.2021.00016},
  year = 2021
}",,
